timestamp,campaign,country,ad_network,installs,clicks,impressions,cost,revenue_d1,retention_d1,daily_budget
2026-04-27 18:00:00,BrandAware_DE,DE,meta,59,310,10012,42.94,27.54,0.329,1500
2026-04-27 19:00:00,SummerBoost_US,US,meta,59,364,9080,104.82,57.01,0.328,3500
2026-04-27 19:00:00,BrandAware_DE,DE,meta,44,273,14077,41.79,20.12,0.314,1500
2026-04-27 19:00:00,CreativeTest_US,US,tiktok,87,501,11126,28.8,13.59,0.393,800
2026-04-27 19:00:00,InstallDrive_DE,DE,meta,50,288,9671,69.78,42.3,0.414,2000
2026-04-27 19:00:00,RetargetPro_UK,UK,tiktok,108,209,13342,44.98,25.76,0.433,1200
2026-04-27 20:00:00,BrandAware_DE,DE,meta,87,385,11115,50.24,29.14,0.416,1500
2026-04-27 20:00:00,SummerBoost_US,US,meta,91,251,11240,99.08,57.86,0.366,3500
2026-04-27 20:00:00,RetargetPro_UK,UK,tiktok,75,563,13826,34.22,15.95,0.302,1200
2026-04-27 20:00:00,CreativeTest_US,US,tiktok,108,539,9941,20.34,10.23,0.341,800
2026-04-27 20:00:00,InstallDrive_DE,DE,meta,58,415,8797,56.16,30.37,0.382,2000
2026-04-27 21:00:00,RetargetPro_UK,UK,tiktok,72,432,13540,34.89,18.54,0.385,1200
2026-04-27 21:00:00,BrandAware_DE,DE,meta,96,330,13121,52.66,32.17,0.408,1500
2026-04-27 21:00:00,InstallDrive_DE,DE,meta,65,567,13596,77.48,48.04,0.445,2000
2026-04-27 21:00:00,SummerBoost_US,US,meta,104,264,11329,118.01,60.48,0.425,3500
2026-04-27 21:00:00,CreativeTest_US,US,tiktok,70,260,10316,21.91,11.05,0.397,800
2026-04-27 22:00:00,RetargetPro_UK,UK,tiktok,87,420,13344,27.17,13.45,0.419,1200
2026-04-27 22:00:00,SummerBoost_US,US,meta,105,521,11046,101.53,59.55,0.321,3500
2026-04-27 22:00:00,BrandAware_DE,DE,meta,62,279,14428,43.66,23.34,0.315,1500
2026-04-27 22:00:00,CreativeTest_US,US,tiktok,106,221,14720,26.28,12.75,0.333,800
2026-04-27 22:00:00,InstallDrive_DE,DE,meta,71,251,14123,51.42,24.0,0.359,2000
2026-04-27 23:00:00,BrandAware_DE,DE,meta,76,380,11837,38.08,24.23,0.403,1500
2026-04-27 23:00:00,InstallDrive_DE,DE,meta,44,303,12332,78.6,38.44,0.444,2000
2026-04-27 23:00:00,SummerBoost_US,US,meta,47,533,10712,90.29,54.84,0.4,3500
2026-04-27 23:00:00,CreativeTest_US,US,tiktok,48,418,10382,18.01,9.81,0.306,800
2026-04-27 23:00:00,RetargetPro_UK,UK,tiktok,106,227,13856,44.9,28.04,0.433,1200
2026-04-28 00:00:00,BrandAware_DE,DE,meta,80,202,8301,44.82,25.28,0.434,1500
2026-04-28 00:00:00,RetargetPro_UK,UK,tiktok,41,325,9122,30.36,17.34,0.441,1200
2026-04-28 00:00:00,SummerBoost_US,US,meta,54,482,11300,108.36,61.09,0.321,3500
2026-04-28 00:00:00,CreativeTest_US,US,tiktok,81,309,10447,29.02,14.31,0.347,800
2026-04-28 00:00:00,InstallDrive_DE,DE,meta,98,482,9189,69.23,40.51,0.35,2000
2026-04-28 01:00:00,SummerBoost_US,US,meta,40,298,13465,116.74,63.53,0.385,3500
2026-04-28 01:00:00,BrandAware_DE,DE,meta,87,460,13942,47.2,24.5,0.405,1500
2026-04-28 01:00:00,RetargetPro_UK,UK,tiktok,61,372,10811,36.14,18.4,0.325,1200
2026-04-28 01:00:00,CreativeTest_US,US,tiktok,71,539,14963,28.13,17.17,0.319,800
2026-04-28 01:00:00,InstallDrive_DE,DE,meta,69,458,12973,78.13,39.87,0.338,2000
2026-04-28 02:00:00,BrandAware_DE,DE,meta,118,464,12217,46.5,24.57,0.364,1500
2026-04-28 02:00:00,InstallDrive_DE,DE,meta,94,350,9306,69.69,37.65,0.395,2000
2026-04-28 02:00:00,CreativeTest_US,US,tiktok,89,249,12767,28.44,17.82,0.316,800
2026-04-28 02:00:00,SummerBoost_US,US,meta,81,505,8554,112.14,63.0,0.346,3500
2026-04-28 02:00:00,RetargetPro_UK,UK,tiktok,97,278,9564,43.99,23.34,0.425,1200
2026-04-28 03:00:00,RetargetPro_UK,UK,tiktok,91,201,8405,28.84,13.99,0.422,1200
2026-04-28 03:00:00,BrandAware_DE,DE,meta,50,370,13485,52.14,27.21,0.356,1500
2026-04-28 03:00:00,CreativeTest_US,US,tiktok,81,597,10917,19.87,11.67,0.437,800
2026-04-28 03:00:00,InstallDrive_DE,DE,meta,98,263,9060,58.12,29.33,0.324,2000
2026-04-28 03:00:00,SummerBoost_US,US,meta,32,441,12443,107.47,52.97,0.361,3500
2026-04-28 04:00:00,BrandAware_DE,DE,meta,68,597,14934,38.73,21.52,0.422,1500
2026-04-28 04:00:00,InstallDrive_DE,DE,meta,59,567,12713,59.94,32.42,0.329,2000
2026-04-28 04:00:00,SummerBoost_US,US,meta,33,541,14948,92.33,46.74,0.344,3500
2026-04-28 04:00:00,RetargetPro_UK,UK,tiktok,112,305,14853,27.8,16.28,0.422,1200
2026-04-28 04:00:00,CreativeTest_US,US,tiktok,44,381,10854,24.95,13.27,0.422,800
2026-04-28 05:00:00,CreativeTest_US,US,tiktok,60,575,8581,28.5,14.39,0.324,800
2026-04-28 05:00:00,SummerBoost_US,US,meta,89,373,9637,112.28,68.13,0.4,3500
2026-04-28 05:00:00,RetargetPro_UK,UK,tiktok,51,368,14392,30.52,19.62,0.34,1200
2026-04-28 05:00:00,BrandAware_DE,DE,meta,91,464,12320,52.56,31.21,0.339,1500
2026-04-28 05:00:00,InstallDrive_DE,DE,meta,54,277,12784,53.87,31.66,0.442,2000
2026-04-28 06:00:00,RetargetPro_UK,UK,tiktok,118,371,8037,30.06,18.19,0.416,1200
2026-04-28 06:00:00,SummerBoost_US,US,meta,67,362,10864,96.68,43.95,0.314,3500
2026-04-28 06:00:00,CreativeTest_US,US,tiktok,119,322,11143,21.37,12.44,0.321,800
2026-04-28 06:00:00,InstallDrive_DE,DE,meta,68,249,11792,77.03,36.18,0.306,2000
2026-04-28 06:00:00,BrandAware_DE,DE,meta,86,483,9388,50.22,31.03,0.32,1500
2026-04-28 07:00:00,SummerBoost_US,US,meta,95,508,13698,108.48,52.31,0.375,3500
2026-04-28 07:00:00,InstallDrive_DE,DE,meta,75,488,9919,75.29,34.74,0.417,2000
2026-04-28 07:00:00,BrandAware_DE,DE,meta,78,277,14149,38.88,20.73,0.418,1500
2026-04-28 07:00:00,RetargetPro_UK,UK,tiktok,64,431,11027,41.7,20.54,0.301,1200
2026-04-28 07:00:00,CreativeTest_US,US,tiktok,40,215,8244,19.59,9.12,0.431,800
2026-04-28 08:00:00,InstallDrive_DE,DE,meta,63,215,13327,59.1,28.64,0.449,2000
2026-04-28 08:00:00,CreativeTest_US,US,tiktok,114,577,13017,27.12,16.2,0.45,800
2026-04-28 08:00:00,BrandAware_DE,DE,meta,43,442,11401,47.2,30.58,0.376,1500
2026-04-28 08:00:00,SummerBoost_US,US,meta,74,260,14566,107.85,56.75,0.345,3500
2026-04-28 08:00:00,RetargetPro_UK,UK,tiktok,62,428,12003,25.77,12.67,0.378,1200
2026-04-28 09:00:00,RetargetPro_UK,UK,tiktok,102,491,14958,26.78,14.17,0.412,1200
2026-04-28 09:00:00,BrandAware_DE,DE,meta,57,399,10954,41.72,20.0,0.402,1500
2026-04-28 09:00:00,SummerBoost_US,US,meta,86,473,12874,104.47,48.84,0.318,3500
2026-04-28 09:00:00,CreativeTest_US,US,tiktok,61,331,8325,21.43,11.59,0.428,800
2026-04-28 09:00:00,InstallDrive_DE,DE,meta,54,225,8493,69.18,41.3,0.407,2000
2026-04-28 10:00:00,SummerBoost_US,US,meta,62,584,10372,117.99,59.37,0.445,3500
2026-04-28 10:00:00,RetargetPro_UK,UK,tiktok,51,348,9093,28.91,15.38,0.372,1200
2026-04-28 10:00:00,InstallDrive_DE,DE,meta,107,259,13789,55.51,24.99,0.39,2000
2026-04-28 10:00:00,CreativeTest_US,US,tiktok,30,491,13416,20.93,12.46,0.428,800
2026-04-28 10:00:00,BrandAware_DE,DE,meta,65,355,11911,43.8,19.98,0.427,1500
2026-04-28 11:00:00,BrandAware_DE,DE,meta,74,212,11642,45.64,26.0,0.337,1500
2026-04-28 11:00:00,SummerBoost_US,US,meta,100,305,14360,118.68,64.07,0.341,3500
2026-04-28 11:00:00,RetargetPro_UK,UK,tiktok,107,496,9321,37.85,22.26,0.447,1200
2026-04-28 11:00:00,InstallDrive_DE,DE,meta,102,341,10105,55.58,28.7,0.311,2000
2026-04-28 11:00:00,CreativeTest_US,US,tiktok,65,371,11301,26.02,13.79,0.372,800
2026-04-28 12:00:00,InstallDrive_DE,DE,meta,35,540,8866,77.48,39.7,0.447,2000
2026-04-28 12:00:00,BrandAware_DE,DE,meta,43,310,13249,48.67,28.67,0.329,1500
2026-04-28 12:00:00,SummerBoost_US,US,meta,70,238,8554,108.23,53.08,0.346,3500
2026-04-28 12:00:00,RetargetPro_UK,UK,tiktok,88,364,9153,43.47,21.7,0.409,1200
2026-04-28 12:00:00,CreativeTest_US,US,tiktok,109,409,9661,29.73,16.02,0.351,800
2026-04-28 13:00:00,BrandAware_DE,DE,meta,66,374,11778,42.32,23.83,0.322,1500
2026-04-28 13:00:00,InstallDrive_DE,DE,meta,114,585,8842,71.45,40.74,0.404,2000
2026-04-28 13:00:00,RetargetPro_UK,UK,tiktok,97,234,10823,26.96,14.66,0.33,1200
2026-04-28 13:00:00,SummerBoost_US,US,meta,82,523,14318,97.07,60.31,0.414,3500
2026-04-28 13:00:00,CreativeTest_US,US,tiktok,63,551,13430,19.61,9.99,0.313,800
2026-04-28 14:00:00,CreativeTest_US,US,tiktok,69,371,11506,22.16,13.49,0.337,800
2026-04-28 14:00:00,BrandAware_DE,DE,meta,75,426,11112,40.27,22.03,0.347,1500
2026-04-28 14:00:00,InstallDrive_DE,DE,meta,38,292,8997,55.66,25.9,0.391,2000
2026-04-28 14:00:00,SummerBoost_US,US,meta,89,487,11449,115.09,65.24,0.397,3500
2026-04-28 14:00:00,RetargetPro_UK,UK,tiktok,66,274,9216,30.79,18.76,0.436,1200
2026-04-28 15:00:00,InstallDrive_DE,DE,meta,89,594,10081,71.32,46.14,0.402,2000
2026-04-28 15:00:00,BrandAware_DE,DE,meta,72,380,9592,56.16,30.77,0.423,1500
2026-04-28 15:00:00,CreativeTest_US,US,tiktok,85,304,9171,28.81,16.23,0.329,800
2026-04-28 15:00:00,SummerBoost_US,US,meta,37,451,11024,106.63,48.87,0.374,3500
2026-04-28 15:00:00,RetargetPro_UK,UK,tiktok,102,415,11246,30.32,15.31,0.338,1200
2026-04-28 16:00:00,RetargetPro_UK,UK,tiktok,32,254,9929,33.04,16.35,0.427,1200
2026-04-28 16:00:00,InstallDrive_DE,DE,meta,33,336,12703,76.01,39.75,0.301,2000
2026-04-28 16:00:00,BrandAware_DE,DE,meta,50,527,11036,45.04,20.94,0.363,1500
2026-04-28 16:00:00,SummerBoost_US,US,meta,89,331,9317,94.14,53.43,0.326,3500
2026-04-28 16:00:00,CreativeTest_US,US,tiktok,67,337,13951,24.08,11.55,0.367,800
2026-04-28 17:00:00,CreativeTest_US,US,tiktok,78,274,12132,21.21,12.14,0.311,800
2026-04-28 17:00:00,SummerBoost_US,US,meta,113,319,9011,113.24,58.81,0.389,3500
2026-04-28 17:00:00,RetargetPro_UK,UK,tiktok,65,452,14606,25.7,12.4,0.396,1200
2026-04-28 17:00:00,InstallDrive_DE,DE,meta,86,402,8260,57.72,31.65,0.326,2000
2026-04-28 17:00:00,BrandAware_DE,DE,meta,37,467,13780,49.32,28.51,0.327,1500
2026-04-28 18:00:00,InstallDrive_DE,DE,meta,35,210,14559,52.42,31.21,0.43,2000
2026-04-28 18:00:00,SummerBoost_US,US,meta,43,209,10063,109.29,66.29,0.312,3500
2026-04-28 18:00:00,BrandAware_DE,DE,meta,33,370,13867,53.83,26.02,0.314,1500
2026-04-28 18:00:00,RetargetPro_UK,UK,tiktok,44,513,11034,43.35,26.89,0.427,1200
2026-04-28 18:00:00,CreativeTest_US,US,tiktok,93,334,13372,21.11,12.05,0.362,800
2026-04-28 19:00:00,SummerBoost_US,US,meta,73,310,14709,109.63,69.9,0.386,3500
2026-04-28 19:00:00,CreativeTest_US,US,tiktok,58,264,13629,28.99,15.04,0.336,800
2026-04-28 19:00:00,BrandAware_DE,DE,meta,86,575,9789,50.33,26.46,0.425,1500
2026-04-28 19:00:00,InstallDrive_DE,DE,meta,81,257,9009,55.85,25.43,0.383,2000
2026-04-28 19:00:00,RetargetPro_UK,UK,tiktok,50,228,9476,26.01,16.22,0.346,1200
2026-04-28 20:00:00,CreativeTest_US,US,tiktok,64,563,14193,26.18,12.04,0.32,800
2026-04-28 20:00:00,BrandAware_DE,DE,meta,48,273,14744,46.59,24.29,0.437,1500
2026-04-28 20:00:00,InstallDrive_DE,DE,meta,92,394,10018,69.44,36.64,0.383,2000
2026-04-28 20:00:00,SummerBoost_US,US,meta,102,389,11795,103.26,57.22,0.366,3500
2026-04-28 20:00:00,RetargetPro_UK,UK,tiktok,78,447,8692,27.57,16.71,0.441,1200
2026-04-28 21:00:00,BrandAware_DE,DE,meta,118,567,12062,40.21,21.97,0.337,1500
2026-04-28 21:00:00,SummerBoost_US,US,meta,31,313,9868,123.05,77.43,0.321,3500
2026-04-28 21:00:00,CreativeTest_US,US,tiktok,87,316,13221,20.51,10.16,0.417,800
2026-04-28 21:00:00,RetargetPro_UK,UK,tiktok,95,242,13319,33.82,21.15,0.379,1200
2026-04-28 21:00:00,InstallDrive_DE,DE,meta,80,237,12052,77.95,46.95,0.438,2000
2026-04-28 22:00:00,InstallDrive_DE,DE,meta,112,525,9080,69.48,44.16,0.363,2000
2026-04-28 22:00:00,RetargetPro_UK,UK,tiktok,34,497,14891,39.99,20.3,0.318,1200
2026-04-28 22:00:00,BrandAware_DE,DE,meta,109,238,12556,40.77,18.79,0.406,1500
2026-04-28 22:00:00,CreativeTest_US,US,tiktok,79,314,10555,18.44,9.93,0.393,800
2026-04-28 22:00:00,SummerBoost_US,US,meta,58,421,10115,116.89,59.18,0.399,3500
2026-04-28 23:00:00,InstallDrive_DE,DE,meta,51,201,8599,53.28,24.99,0.353,2000
2026-04-28 23:00:00,SummerBoost_US,US,meta,95,492,8760,120.75,56.94,0.437,3500
2026-04-28 23:00:00,BrandAware_DE,DE,meta,63,381,13042,39.49,24.1,0.306,1500
2026-04-28 23:00:00,RetargetPro_UK,UK,tiktok,51,594,13743,35.06,19.32,0.387,1200
2026-04-28 23:00:00,CreativeTest_US,US,tiktok,108,358,8501,19.33,9.46,0.379,800
2026-04-29 00:00:00,RetargetPro_UK,UK,tiktok,104,358,14003,43.26,21.6,0.41,1200
2026-04-29 00:00:00,CreativeTest_US,US,tiktok,47,345,8205,29.09,16.26,0.362,800
2026-04-29 00:00:00,BrandAware_DE,DE,meta,32,267,13868,47.23,23.34,0.389,1500
2026-04-29 00:00:00,SummerBoost_US,US,meta,51,292,14826,112.19,58.81,0.424,3500
2026-04-29 00:00:00,InstallDrive_DE,DE,meta,93,269,8437,73.72,41.88,0.322,2000
2026-04-29 01:00:00,RetargetPro_UK,UK,tiktok,91,315,13508,35.46,17.29,0.419,1200
2026-04-29 01:00:00,InstallDrive_DE,DE,meta,52,499,13966,50.39,25.5,0.35,2000
2026-04-29 01:00:00,CreativeTest_US,US,tiktok,119,453,11377,18.78,11.95,0.375,800
2026-04-29 01:00:00,BrandAware_DE,DE,meta,36,210,13735,52.54,25.85,0.398,1500
2026-04-29 01:00:00,SummerBoost_US,US,meta,102,384,8261,102.69,65.78,0.344,3500
2026-04-29 02:00:00,CreativeTest_US,US,tiktok,73,401,14038,24.09,12.95,0.341,800
2026-04-29 02:00:00,RetargetPro_UK,UK,tiktok,30,584,11176,43.36,28.05,0.353,1200
2026-04-29 02:00:00,InstallDrive_DE,DE,meta,54,534,10483,74.36,44.76,0.404,2000
2026-04-29 02:00:00,BrandAware_DE,DE,meta,97,276,8247,39.19,23.67,0.34,1500
2026-04-29 02:00:00,SummerBoost_US,US,meta,111,406,12353,127.44,61.54,0.307,3500
2026-04-29 03:00:00,SummerBoost_US,US,meta,69,319,9791,129.7,81.5,0.412,3500
2026-04-29 03:00:00,RetargetPro_UK,UK,tiktok,87,342,13052,34.48,22.32,0.314,1200
2026-04-29 03:00:00,InstallDrive_DE,DE,meta,100,255,9316,70.32,34.38,0.397,2000
2026-04-29 03:00:00,BrandAware_DE,DE,meta,71,355,13298,54.77,30.79,0.376,1500
2026-04-29 03:00:00,CreativeTest_US,US,tiktok,89,414,14453,24.84,12.24,0.406,800
2026-04-29 04:00:00,SummerBoost_US,US,meta,50,556,13919,110.75,56.84,0.416,3500
2026-04-29 04:00:00,RetargetPro_UK,UK,tiktok,85,364,12181,30.68,18.64,0.357,1200
2026-04-29 04:00:00,InstallDrive_DE,DE,meta,73,338,13654,63.18,29.85,0.378,2000
2026-04-29 04:00:00,CreativeTest_US,US,tiktok,53,457,8310,18.05,9.73,0.301,800
2026-04-29 04:00:00,BrandAware_DE,DE,meta,117,284,8606,44.69,28.07,0.408,1500
2026-04-29 05:00:00,RetargetPro_UK,UK,tiktok,118,444,14128,42.67,21.77,0.416,1200
2026-04-29 05:00:00,BrandAware_DE,DE,meta,107,571,14308,57.82,27.54,0.419,1500
2026-04-29 05:00:00,CreativeTest_US,US,tiktok,36,515,10781,23.17,10.81,0.341,800
2026-04-29 05:00:00,InstallDrive_DE,DE,meta,76,239,10564,53.98,34.59,0.343,2000
2026-04-29 05:00:00,SummerBoost_US,US,meta,89,334,14254,104.95,49.21,0.412,3500
2026-04-29 06:00:00,CreativeTest_US,US,tiktok,79,462,13397,29.97,18.98,0.388,800
2026-04-29 06:00:00,RetargetPro_UK,UK,tiktok,51,334,9452,38.17,23.51,0.304,1200
2026-04-29 06:00:00,BrandAware_DE,DE,meta,102,326,14354,50.89,25.74,0.445,1500
2026-04-29 06:00:00,InstallDrive_DE,DE,meta,61,297,9149,59.66,37.56,0.384,2000
2026-04-29 06:00:00,SummerBoost_US,US,meta,30,304,10659,99.64,47.28,0.425,3500
2026-04-29 07:00:00,SummerBoost_US,US,meta,43,556,14557,97.17,55.37,0.431,3500
2026-04-29 07:00:00,BrandAware_DE,DE,meta,114,281,13717,48.43,23.36,0.408,1500
2026-04-29 07:00:00,RetargetPro_UK,UK,tiktok,49,382,12244,39.24,22.08,0.374,1200
2026-04-29 07:00:00,InstallDrive_DE,DE,meta,100,567,12992,53.45,30.0,0.352,2000
2026-04-29 07:00:00,CreativeTest_US,US,tiktok,117,359,10160,28.42,14.6,0.412,800
2026-04-29 08:00:00,SummerBoost_US,US,meta,55,278,8313,121.1,78.03,0.375,3500
2026-04-29 08:00:00,BrandAware_DE,DE,meta,37,536,11497,51.86,32.14,0.352,1500
2026-04-29 08:00:00,InstallDrive_DE,DE,meta,102,312,10099,76.38,41.59,0.446,2000
2026-04-29 08:00:00,CreativeTest_US,US,tiktok,42,254,10452,23.89,10.83,0.341,800
2026-04-29 08:00:00,RetargetPro_UK,UK,tiktok,70,222,11320,42.3,19.3,0.359,1200
2026-04-29 09:00:00,SummerBoost_US,US,meta,42,373,10172,90.56,44.91,0.32,3500
2026-04-29 09:00:00,InstallDrive_DE,DE,meta,67,421,11583,64.67,29.58,0.421,2000
2026-04-29 09:00:00,RetargetPro_UK,UK,tiktok,115,366,10437,26.02,15.61,0.339,1200
2026-04-29 09:00:00,BrandAware_DE,DE,meta,107,483,8248,54.92,35.17,0.323,1500
2026-04-29 09:00:00,CreativeTest_US,US,tiktok,115,572,12791,21.79,10.6,0.328,800
2026-04-29 10:00:00,BrandAware_DE,DE,meta,92,255,9097,48.12,26.77,0.406,1500
2026-04-29 10:00:00,SummerBoost_US,US,meta,117,471,8125,110.25,64.92,0.387,3500
2026-04-29 10:00:00,CreativeTest_US,US,tiktok,91,391,11125,27.1,14.56,0.331,800
2026-04-29 10:00:00,InstallDrive_DE,DE,meta,39,235,9896,59.26,33.37,0.306,2000
2026-04-29 10:00:00,RetargetPro_UK,UK,tiktok,50,546,11673,42.71,21.06,0.38,1200
2026-04-29 11:00:00,RetargetPro_UK,UK,tiktok,100,363,13222,29.91,14.84,0.304,1200
2026-04-29 11:00:00,BrandAware_DE,DE,meta,87,395,14164,42.62,22.41,0.43,1500
2026-04-29 11:00:00,SummerBoost_US,US,meta,47,366,8852,122.16,72.45,0.411,3500
2026-04-29 11:00:00,CreativeTest_US,US,tiktok,34,372,13898,23.55,14.44,0.409,800
2026-04-29 11:00:00,InstallDrive_DE,DE,meta,44,231,8031,52.15,28.44,0.351,2000
2026-04-29 12:00:00,BrandAware_DE,DE,meta,39,311,12202,49.95,24.32,0.427,1500
2026-04-29 12:00:00,InstallDrive_DE,DE,meta,50,225,12872,55.66,33.55,0.443,2000
2026-04-29 12:00:00,SummerBoost_US,US,meta,69,252,13781,127.1,67.3,0.345,3500
2026-04-29 12:00:00,RetargetPro_UK,UK,tiktok,69,583,10382,37.71,22.58,0.38,1200
2026-04-29 12:00:00,CreativeTest_US,US,tiktok,95,363,8556,23.23,13.14,0.378,800
2026-04-29 13:00:00,InstallDrive_DE,DE,meta,114,256,10275,67.84,39.23,0.406,2000
2026-04-29 13:00:00,BrandAware_DE,DE,meta,53,431,13232,43.0,23.11,0.444,1500
2026-04-29 13:00:00,CreativeTest_US,US,tiktok,91,282,12162,24.09,15.37,0.364,800
2026-04-29 13:00:00,SummerBoost_US,US,meta,73,252,8866,116.51,74.7,0.343,3500
2026-04-29 13:00:00,RetargetPro_UK,UK,tiktok,72,241,12970,33.99,19.65,0.33,1200
2026-04-29 14:00:00,BrandAware_DE,DE,meta,75,307,10821,47.39,28.4,0.357,1500
2026-04-29 14:00:00,CreativeTest_US,US,tiktok,49,206,8201,24.01,13.4,0.383,800
2026-04-29 14:00:00,RetargetPro_UK,UK,tiktok,105,555,8121,31.99,18.1,0.321,1200
2026-04-29 14:00:00,InstallDrive_DE,DE,meta,93,427,14717,74.59,40.78,0.38,2000
2026-04-29 14:00:00,SummerBoost_US,US,meta,74,569,14721,112.21,64.72,0.316,3500
2026-04-29 15:00:00,BrandAware_DE,DE,meta,80,370,9856,41.02,24.32,0.431,1500
2026-04-29 15:00:00,CreativeTest_US,US,tiktok,94,343,9654,21.3,12.42,0.406,800
2026-04-29 15:00:00,RetargetPro_UK,UK,tiktok,117,305,13682,43.06,27.32,0.35,1200
2026-04-29 15:00:00,SummerBoost_US,US,meta,42,489,8174,106.76,68.67,0.389,3500
2026-04-29 15:00:00,InstallDrive_DE,DE,meta,115,329,8994,69.94,31.94,0.341,2000
2026-04-29 16:00:00,SummerBoost_US,US,meta,96,573,9270,108.7,65.98,0.303,3500
2026-04-29 16:00:00,InstallDrive_DE,DE,meta,38,241,8736,55.72,32.19,0.394,2000
2026-04-29 16:00:00,BrandAware_DE,DE,meta,111,598,10358,55.62,30.05,0.343,1500
2026-04-29 16:00:00,RetargetPro_UK,UK,tiktok,56,267,13795,26.8,12.7,0.311,1200
2026-04-29 16:00:00,CreativeTest_US,US,tiktok,56,364,14865,20.15,10.74,0.418,800
2026-04-29 17:00:00,CreativeTest_US,US,tiktok,111,513,10815,25.12,12.81,0.402,800
2026-04-29 17:00:00,InstallDrive_DE,DE,meta,33,368,8956,63.0,32.79,0.408,2000
2026-04-29 17:00:00,BrandAware_DE,DE,meta,117,455,14140,52.54,28.84,0.403,1500
2026-04-29 17:00:00,SummerBoost_US,US,meta,39,465,13630,123.18,75.06,0.335,3500
2026-04-29 17:00:00,RetargetPro_UK,UK,tiktok,119,224,9482,26.48,12.62,0.424,1200
2026-04-29 18:00:00,InstallDrive_DE,DE,meta,82,491,8631,64.75,35.44,0.445,2000
2026-04-29 18:00:00,SummerBoost_US,US,meta,98,412,10339,124.71,71.16,0.362,3500
2026-04-29 18:00:00,RetargetPro_UK,UK,tiktok,37,432,13144,37.62,23.57,0.396,1200
2026-04-29 18:00:00,BrandAware_DE,DE,meta,99,564,14682,56.39,33.98,0.365,1500
